,Player,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA
36,Chris Basham,DF,Sheffield Utd,27,27,2350.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,0.02,0.03,0.05,0.02,0.05
37,Borja Bastón,MF,Aston Villa,2,0,16.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Michy Batshuayi,FW,Chelsea,15,1,207.0,1,1,0,0,0,0,0.43,0.43,0.87,0.43,0.87,2.2,2.2,0.2,0.95,0.07,1.02,0.95,1.02
39,Jan Bednarek,DF,Southampton,25,25,2248.0,1,0,0,0,3,0,0.04,0.0,0.04,0.04,0.04,0.8,0.8,0.1,0.03,0.0,0.04,0.03,0.04
40,Héctor Bellerín,DF,Arsenal,7,7,623.0,1,0,0,0,2,0,0.14,0.0,0.14,0.14,0.14,0.2,0.2,0.1,0.03,0.01,0.04,0.03,0.04
41,Ryan Bennett,DF,Wolves,11,7,604.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.02,0.0,0.02
42,Nabil Bentaleb,MF,Newcastle Utd,3,3,270.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.05,0.06,0.01,0.06
43,Christian Benteke,FW,Crystal Palace,18,7,742.0,1,0,0,0,2,0,0.12,0.0,0.12,0.12,0.12,2.7,2.7,1.3,0.33,0.16,0.49,0.33,0.49
44,Jóhann Berg Guðmundsson,MF,Burnley,7,4,401.0,1,0,0,0,0,0,0.22,0.0,0.22,0.22,0.22,0.6,0.6,0.5,0.14,0.11,0.24,0.14,0.24
45,Sander Berge,MF,Sheffield Utd,3,3,210.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
46,Steven Bergwijn,FW,Tottenham,3,3,238.0,1,0,0,0,0,0,0.38,0.0,0.38,0.38,0.38,0.6,0.6,0.5,0.21,0.19,0.4,0.21,0.4
47,Bernard,MF,Everton,17,12,951.0,3,2,0,0,2,0,0.28,0.19,0.47,0.28,0.47,1.0,1.0,1.5,0.09,0.14,0.23,0.09,0.23
48,Bernardo,DF,Brighton,10,6,541.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.05,0.03,0.08,0.05,0.08
49,Ryan Bertrand,DF,Southampton,22,21,1843.0,1,1,0,0,3,1,0.05,0.05,0.1,0.05,0.1,1.8,1.8,2.7,0.09,0.13,0.22,0.09,0.22
50,Muhamed Bešić,MF,Sheffield Utd,9,2,245.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.06,0.03,0.08,0.06,0.08
51,Philip Billing,MF,Bournemouth,25,23,1986.0,1,1,0,0,7,0,0.05,0.05,0.09,0.05,0.09,1.5,1.5,0.9,0.07,0.04,0.11,0.07,0.11
52,Yves Bissouma,MF,Brighton,11,6,495.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.03,0.02,0.05,0.03,0.05
53,Willy Boly,DF,Wolves,11,11,989.0,0,1,0,0,2,1,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.3,0.0,0.03,0.03,0.0,0.03
54,Gaëtan Bong,MF,Brighton,4,0,56.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.21,0.21,0.0,0.21
55,Sofiane Boufal,MF,Southampton,17,6,620.0,0,2,0,0,2,0,0.0,0.29,0.29,0.0,0.29,0.9,0.9,2.4,0.14,0.35,0.48,0.14,0.48
56,Jarrod Bowen,FW,West Ham,2,0,16.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,1.0,1.0,1.0
57,Robbie Brady,MF,Burnley,14,5,396.0,1,2,0,0,1,0,0.23,0.45,0.68,0.23,0.68,0.9,0.9,0.2,0.21,0.05,0.26,0.21,0.26
59,Josh Brownhill,MF,Burnley,1,0,,0,0,0,0,0,0,,,,,,0.0,0.0,0.0,,,,,
60,Emi Buendía,FW,Norwich City,26,20,1836.0,0,7,0,0,4,0,0.0,0.34,0.34,0.0,0.34,2.0,2.0,6.5,0.1,0.32,0.42,0.1,0.42
61,Dan Burn,DF,Brighton,23,23,1969.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.03,0.05,0.08,0.03,0.08
62,Sam Byram,DF,Norwich City,17,15,1293.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.5,0.09,0.04,0.12,0.09,0.12
64,Gary Cahill,DF,Crystal Palace,18,18,1620.0,0,1,0,0,1,0,0.0,0.06,0.06,0.0,0.06,0.8,0.8,0.3,0.04,0.02,0.06,0.04,0.06
65,Dominic Calvert-Lewin,FW,Everton,25,20,1746.0,12,1,0,0,6,0,0.62,0.05,0.67,0.62,0.67,11.1,11.1,0.9,0.57,0.04,0.62,0.57,0.62
66,Víctor Camarasa,MF,Crystal Palace,1,0,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,João Cancelo,DF,Manchester City,10,7,692.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.03,0.13,0.16,0.03,0.16
68,Todd Cantwell,FW,Norwich City,27,23,1967.0,6,2,0,0,4,0,0.27,0.09,0.37,0.27,0.37,5.6,5.6,2.5,0.26,0.11,0.37,0.26,0.37
69,Étienne Capoue,MF,Watford,22,22,1960.0,0,2,0,0,6,0,0.0,0.09,0.09,0.0,0.09,0.7,0.7,1.4,0.03,0.06,0.1,0.03,0.1
70,Andy Carroll,FW,Newcastle Utd,13,4,508.0,0,3,0,0,1,0,0.0,0.53,0.53,0.0,0.53,0.5,0.5,1.6,0.08,0.28,0.36,0.08,0.36
71,Jonny Castro,DF,Wolves,26,25,2197.0,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,1.1,1.1,0.8,0.04,0.03,0.08,0.04,0.08
72,Craig Cathcart,DF,Watford,25,25,2175.0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.01,0.0,0.01
73,Dani Ceballos,MF,Arsenal,13,9,822.0,0,2,0,0,0,0,0.0,0.22,0.22,0.0,0.22,0.4,0.4,0.9,0.04,0.1,0.14,0.04,0.14
74,Nathaniel Chalobah,MF,Watford,14,9,777.0,0,1,0,0,1,0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,0.7,0.04,0.08,0.12,0.04,0.12
75,Calum Chambers,DF,Arsenal,14,13,1103.0,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,0.6,0.6,0.8,0.05,0.06,0.12,0.05,0.12
76,Ben Chilwell,DF,Leicester City,22,22,1970.0,2,3,0,0,2,0,0.09,0.14,0.23,0.09,0.23,0.7,0.7,2.8,0.03,0.13,0.16,0.03,0.16
77,Tahith Chong,FW,Manchester Utd,3,0,34.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.17,0.0,0.17,0.17,0.17
78,Hamza Choudhury,MF,Leicester City,15,8,714.0,1,1,0,0,4,1,0.13,0.13,0.25,0.13,0.25,0.3,0.3,0.1,0.04,0.01,0.05,0.04,0.05
79,Andreas Christensen,DF,Chelsea,14,14,1167.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.03,0.04,0.07,0.03,0.07
80,Ciaran Clark,DF,Newcastle Utd,14,14,1188.0,2,0,0,0,3,0,0.15,0.0,0.15,0.15,0.15,1.2,1.2,0.0,0.09,0.0,0.1,0.09,0.1
81,Leon Clarke,MF,Sheffield Utd,1,0,13.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,2.83,0.0,2.83,2.83,2.83
82,Tom Cleverley,MF,Watford,10,8,657.0,1,0,0,0,0,0,0.14,0.0,0.14,0.14,0.14,1.5,1.5,0.4,0.2,0.06,0.26,0.2,0.26
83,Conor Coady,DF,Wolves,27,27,2430.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.02,0.02,0.0,0.02
84,Séamus Coleman,DF,Everton,17,13,1164.0,0,1,0,0,5,1,0.0,0.08,0.08,0.0,0.08,0.6,0.6,0.6,0.04,0.04,0.09,0.04,0.09
