Player,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,xG,npxG,xA,PKmiss,FantPts
Gabriel Jesus,27.0,13.3,1331.0,10.0,3.3,0.3,1.3,2.7,0.0,12.1,11.1,1.7,1.0,133.1
Gary Madine,5.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Georges-Kévin N'Koudou,1.0,0.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Gerard Deulofeu,21.3,18.3,1528.7,5.0,3.3,0.3,0.3,2.0,0.0,4.8,4.5,3.2,0.0,83.8
Glenn Murray,30.3,20.3,1795.3,8.7,0.3,2.7,3.3,4.7,0.0,8.2,5.6,0.8,0.5999999999999996,106.39999999999999
Gonzalo Higuaín,14.0,13.0,1092.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.1,0.0,64.0
Grady Diangana,17.0,6.0,604.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,1.2,0.0,22.0
Guido Carrillo,7.0,5.0,450.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,0.0,12.0
Hal Robson-Kanu,21.0,8.0,827.0,2.0,0.0,0.0,0.0,2.0,1.0,2.2,2.2,0.5,0.0,32.0
Harry Kane,28.3,27.3,2427.7,19.3,2.7,2.7,3.0,4.0,0.0,15.7,13.4,2.9,0.2999999999999998,225.3
Harvey Barnes,16.0,11.0,1009.0,2.0,2.0,0.0,0.0,0.0,0.0,3.3,3.3,1.4,0.0,46.0
Harvey Elliot,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Henrikh Mkhitaryan,13.0,9.7,849.7,2.7,2.7,0.0,0.0,0.7,0.0,2.0,2.0,2.3,0.0,52.1
Hélder Costa,25.0,16.0,1346.0,1.0,2.0,0.0,0.0,3.0,0.0,2.4,2.4,1.8,0.0,39.0
Indiana Vassilev,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Isaac Mbenza,22.0,10.0,982.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.8,0.0,35.0
Isaac Success,17.5,4.5,551.0,0.5,0.5,0.0,0.0,2.5,0.0,1.4,1.4,1.1,0.0,20.0
Islam Slimani,8.0,1.5,190.5,0.5,0.5,0.0,0.0,0.5,0.0,0.6,0.6,0.2,0.0,14.5
Ismaila Sarr,17.0,11.0,1054.0,3.0,2.0,0.0,0.0,1.0,0.0,3.4,3.4,1.2,0.0,55.0
Ivan Cavaleiro,23.0,6.0,682.0,3.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.5,0.0,56.0
Jack Grealish,25.0,25.0,2244.0,7.0,6.0,0.0,1.0,7.0,0.0,5.5,4.7,5.2,1.0,106.0
Jacob Murphy,25.0,13.0,1148.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,1.2,0.0,40.0
James Ward-Prowse,30.0,20.0,1716.0,3.0,3.0,0.0,0.0,3.0,0.0,1.8,1.8,2.8,0.0,69.0
Jamie Vardy,32.0,30.7,2725.0,18.3,3.0,4.0,5.0,2.7,0.3,15.3,11.5,3.4,1.0,218.1
Jarrod Bowen,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2.0
Javier Hernández,18.3,10.3,997.3,5.3,0.3,0.0,0.0,1.7,0.0,3.9,3.9,1.2,0.0,69.4
Jay Rodriguez,31.5,20.5,2016.5,6.0,0.5,1.0,1.0,1.5,0.0,6.5,5.8,0.8,0.0,91.0
Jermain Defoe,24.0,11.0,1088.0,4.0,1.0,0.0,0.0,1.0,0.0,4.9,4.9,1.1,0.0,67.0
Jesse Lingard,27.0,19.0,1669.0,4.0,2.0,1.0,1.0,3.0,0.0,5.0,4.2,2.1,0.0,71.0
Jesé,13.0,8.0,614.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.0,28.0
Joelinton,27.0,26.0,2130.0,1.0,2.0,0.0,0.0,5.0,0.0,3.8,3.8,2.2,0.0,37.0
Jonathan Kodjia,6.0,0.0,111.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,4.0
Jonathan Walters,3.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,3.0
Jordan Ayew,27.3,24.3,2083.7,4.7,1.7,0.3,0.3,3.0,0.3,4.7,4.4,1.3,0.0,75.3
Jordan Hugill,3.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Joselu,23.0,12.0,1149.5,3.0,0.5,0.0,0.5,1.5,0.0,3.8,3.5,0.2,0.5,50.0
Josh Cullen,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Josh Murphy,29.0,22.0,1823.0,3.0,2.0,0.0,0.0,2.0,0.0,3.2,3.2,3.1,0.0,65.0
Josh Sims,6.5,1.5,186.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.8,0.4,0.0,9.0
Joshua King,28.7,25.7,2275.3,7.7,2.7,2.7,3.0,2.0,0.0,8.2,5.9,3.6,0.2999999999999998,113.7
Josip Drmić,12.0,0.0,161.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.1,0.0,22.0
Jota,8.0,4.0,313.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.0,13.0
João Mário,13.0,12.0,1022.0,2.0,1.0,0.0,0.0,0.0,0.0,1.8,1.8,1.3,0.0,38.0
Juan Mata,25.0,19.5,1607.5,3.0,3.5,0.0,0.0,2.0,0.0,2.2,2.2,3.8,0.0,68.5
Julien Ngoy,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Junior Hoilett,32.0,23.0,2143.0,3.0,1.0,0.0,0.0,4.0,0.0,3.5,3.5,1.2,0.0,59.0
Jürgen Locadia,16.0,7.5,725.5,1.5,0.5,0.0,0.0,0.5,0.0,2.0,2.0,0.6,0.0,32.5
Karlan Grant,13.0,9.0,874.0,3.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,0.4,0.0,43.0
Keinan Davis,7.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,7.0
Kelechi Iheanacho,20.3,7.0,730.0,2.3,3.0,0.0,0.0,1.7,0.0,2.8,2.8,1.9,0.0,54.900000000000006
Ken Sema,17.0,9.0,754.0,1.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,0.4,0.0,35.0
Kenneth Zohore,19.0,7.0,746.0,1.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,1.0,0.0,32.0
Kevin Mirallas,5.0,2.0,138.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,3.0
Laurent Depoitre,28.0,14.0,1440.5,3.0,1.0,0.0,0.0,1.0,0.0,3.7,3.7,0.4,0.0,61.0
Lazar Marković,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Leandro Trossard,21.0,14.0,1272.0,3.0,3.0,0.0,0.0,0.0,0.0,2.6,2.6,3.1,0.0,66.0
Lee Chung-yong,7.0,1.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,7.0
Leonardo Ulloa,7.0,1.0,144.5,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,12.0
Leroy Sané,31.5,24.0,2143.0,10.0,12.5,0.0,0.0,2.5,0.0,5.2,5.2,7.2,0.0,189.0
Levi Lumeka,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0
Lucas Moura,21.0,14.7,1295.3,4.7,1.0,0.0,0.0,1.7,0.0,3.5,3.5,1.2,0.0,69.6
Lucas Pérez,15.0,4.0,466.0,3.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.9,0.0,45.0
Luciano Narsingh,18.0,5.0,625.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.2,0.0,28.0
Luciano Vietto,20.0,10.0,985.0,1.0,4.0,0.0,0.0,1.0,0.0,2.1,2.1,2.4,0.0,48.0
Lukas Nmecha,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Lukas Rupp,5.0,4.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.0,5.0
Lys Mousset,23.3,5.0,653.0,2.7,1.3,0.0,0.0,1.0,0.0,2.2,2.2,1.1,0.0,54.8
Léo Bonatini,7.0,0.0,129.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.2,0.0,12.0
Mame Biram Diouf,35.0,30.0,2596.0,7.0,2.0,0.0,0.0,6.0,0.0,7.3,7.3,1.0,0.0,103.0
Manolo Gabbiadini,20.0,7.5,775.5,3.0,0.0,0.5,0.5,1.0,0.0,2.0,1.7,0.6,0.0,48.0
Marc Albrighton,27.0,18.0,1626.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,2.9,0.0,51.0
Marcus Rashford,30.0,21.7,2012.7,10.0,5.0,1.7,2.3,2.7,0.3,8.9,7.2,3.8,0.5999999999999999,145.1
Marko Arnautović,29.5,26.0,2157.0,10.5,5.0,0.5,0.5,4.0,0.5,10.1,9.7,4.0,0.0,149.0
Martinelli,14.0,6.0,656.0,3.0,0.0,0.0,0.0,1.0,0.0,2.4,2.4,0.2,0.0,42.0
Mason Greenwood,12.0,2.0,344.5,2.5,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.2,0.0,37.0
Massadio Haïdara,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Matt Phillips,30.0,23.0,2093.0,2.0,2.0,0.0,0.0,3.0,0.0,2.1,2.1,3.8,0.0,54.0
Matěj Vydra,10.5,2.0,280.5,1.5,1.0,0.0,0.0,0.5,0.0,1.6,1.6,0.2,0.0,29.5
Mbwana Samatta,3.0,3.0,263.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,0.0,13.0
Michael Obafemi,6.7,1.7,184.7,0.7,0.3,0.0,0.0,0.7,0.0,0.9,0.9,0.3,0.0,13.8
Michail Antonio,22.3,15.3,1434.3,3.3,2.0,0.0,0.0,1.3,0.0,4.1,4.1,1.8,0.0,62.7
Michy Batshuayi,12.7,4.3,441.0,2.7,0.7,0.0,0.0,0.0,0.0,2.3,2.3,0.1,0.0,43.2
Miguel Almirón,18.0,17.5,1481.5,1.0,0.5,0.0,0.0,2.5,0.0,3.0,3.0,0.8,0.0,25.5
Mohamed Salah,32.7,31.7,2746.3,23.0,8.0,2.3,2.7,1.0,0.0,18.6,16.5,7.6,0.40000000000000036,298.7
Moise Kean,20.0,5.0,635.0,1.0,2.0,0.0,0.0,0.0,0.0,2.9,2.9,0.5,0.0,40.0
Nacer Chadli,5.0,2.0,260.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.0,13.0
Nahki Wells,9.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,9.0
Nathan Redmond,34.5,29.0,2611.5,3.5,3.5,0.0,0.0,3.0,0.0,4.4,4.4,4.3,0.0,81.0
Neal Maupay,26.0,21.0,1934.0,8.0,2.0,1.0,1.0,3.0,0.0,9.1,8.3,2.0,0.0,110.0
Neeskens Kebano,7.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,7.0
Nicolas Pépé,23.0,16.0,1525.0,4.0,6.0,1.0,1.0,3.0,0.0,4.3,3.5,3.4,0.0,87.0
Nordin Amrabat,3.0,3.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3.0
Odion Ighalo,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,2.0
Oliver Burke,15.0,2.0,367.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.0,25.0
Oliver McBurnie,18.0,8.0,810.5,2.0,0.5,0.0,0.0,1.5,0.0,3.6,3.6,0.9,0.0,37.5
Olivier Giroud,15.8,4.2,529.2,2.5,1.5,0.0,0.0,0.2,0.0,3.0,3.0,1.2,0.0,47.900000000000006
Onel Hernández,17.0,7.0,757.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.6,0.0,32.0
Oumar Niasse,10.8,5.5,526.0,2.0,0.5,0.0,0.0,0.5,0.0,2.5,2.5,0.6,0.0,32.3
Pascal Groß,38.0,35.0,2928.0,7.0,8.0,1.0,1.0,2.0,0.0,3.2,2.4,6.2,0.0,144.0
Patrick Cutrone,12.0,3.0,292.0,2.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,0.0,0.0,32.0
Pedro,19.0,13.5,1128.0,4.0,1.0,0.0,0.0,1.5,0.0,3.9,3.9,1.6,0.0,61.0
Pedro Neto,20.0,7.0,711.0,2.0,2.0,0.0,0.0,2.0,0.0,1.4,1.4,2.1,0.0,46.0
Peter Crouch,18.5,7.0,826.5,2.5,1.0,0.0,0.0,2.5,0.0,2.2,2.2,1.4,0.0,43.5
Pierre-Emerick Aubameyang,24.7,22.3,2001.0,16.3,3.3,2.0,2.7,1.0,0.3,13.2,11.2,2.3,0.7000000000000002,197.2
Rachid Ghezzal,19.0,8.0,735.0,1.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,1.8,0.0,23.0
Raheem Sterling,30.0,27.3,2432.7,15.3,7.0,0.3,0.7,4.0,0.7,13.9,13.3,7.2,0.39999999999999997,204.5
Rajiv van La Parra,33.0,26.0,2137.0,3.0,0.0,1.0,1.0,3.0,1.0,3.2,2.4,1.4,0.0,52.0
Ramadan Sobhi,4.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,4.0
Raúl Jiménez,32.5,31.0,2704.5,12.5,6.5,2.5,2.5,3.5,0.0,12.9,11.0,6.0,0.0,183.0
Reiss Nelson,10.0,5.0,439.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.3,0.0,8.0
Rhys Healey,3.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Richarlison,32.7,29.7,2559.7,9.3,2.7,0.0,0.0,4.7,0.3,8.4,8.4,3.0,0.0,128.3
Riyad Mahrez,24.5,14.5,1346.5,7.0,6.0,0.0,0.5,0.0,0.0,4.8,4.4,5.5,0.5,122.0
Roberto Firmino,32.7,29.3,2545.3,11.7,6.7,0.7,0.7,0.3,0.0,12.0,11.5,5.5,0.0,182.60000000000002
Roberto Pereyra,27.0,22.5,2012.0,4.5,0.5,0.5,0.5,3.0,0.0,3.6,3.2,2.4,0.0,68.5
Romelu Lukaku,33.0,27.5,2498.5,14.0,3.5,0.0,0.5,4.0,0.0,12.8,12.4,4.1,0.5,180.0
Ryan Babel,16.0,15.0,1260.0,5.0,3.0,0.0,0.0,3.0,0.0,4.7,4.7,1.9,0.0,75.0
Ryan Sessegnon,35.0,26.0,2294.0,2.0,6.0,0.0,0.0,0.0,0.0,3.3,3.3,4.9,0.0,85.0
Sadio Mané,29.7,28.3,2393.3,15.0,4.7,0.0,0.0,2.3,0.3,12.4,12.4,4.9,0.0,197.1
Saido Berahino,15.0,3.0,494.0,0.0,1.0,0.0,1.0,0.0,0.0,2.2,1.5,0.6,1.0,15.0
Salomón Rondón,34.0,31.0,2687.5,9.0,5.0,0.0,0.0,2.5,0.0,8.8,8.8,2.5,0.0,144.0
Sam Baldock,2.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Sam Gallagher,4.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Sam Surridge,1.5,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1.5
Sam Vokes,25.0,8.5,955.5,3.5,0.5,0.0,0.0,1.5,0.0,3.0,3.0,0.6,0.0,59.5
Sandro Ramírez,8.0,3.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,8.0
Scott Arfield,18.0,15.0,1333.0,2.0,1.0,0.0,0.0,3.0,0.0,1.5,1.5,0.5,0.0,37.0
Sergio Agüero,26.3,23.0,1928.3,19.3,5.7,2.7,3.0,2.3,0.0,17.0,14.7,4.6,0.2999999999999998,241.70000000000002
Shane Long,24.3,12.7,1275.3,3.0,1.3,0.0,0.0,3.0,0.0,4.5,4.5,1.1,0.0,54.8
Shinji Okazaki,24.0,9.0,796.5,3.0,1.5,0.0,0.0,1.0,0.0,3.3,3.3,1.1,0.0,59.5
Solly March,35.0,30.0,2473.0,1.0,5.0,0.0,0.0,1.0,0.0,2.7,2.7,4.0,0.0,68.0
Son Heung-min,29.7,23.3,2037.3,11.0,6.3,0.0,0.3,0.7,1.0,8.3,8.0,4.7,0.3,163.29999999999998
Stefano Okaka,8.5,1.5,237.5,0.5,0.5,0.0,0.0,1.5,0.0,1.0,1.0,0.3,0.0,13.0
Steve Mounié,29.5,20.0,1815.5,5.0,2.0,0.0,0.0,1.5,0.5,5.2,5.2,1.4,0.0,84.0
Steven Bergwijn,3.0,3.0,238.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,0.0,13.0
Sébastien Haller,25.0,22.0,1968.0,6.0,1.0,0.0,0.0,1.0,0.0,5.9,5.9,1.3,0.0,88.0
Tahith Chong,2.5,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.5
Takumi Minamino,2.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,2.0
Tammy Abraham,28.0,19.0,1835.5,9.5,2.0,0.0,0.0,1.0,0.0,9.3,9.3,1.5,0.0,131.0
Teemu Pukki,26.0,26.0,2315.0,11.0,3.0,2.0,2.0,3.0,0.0,11.4,9.9,3.2,0.0,145.0
Theo Walcott,25.5,18.5,1637.0,4.0,2.5,0.0,0.0,1.5,0.0,4.4,4.4,2.0,0.0,75.0
Todd Cantwell,27.0,23.0,1967.0,6.0,2.0,0.0,0.0,4.0,0.0,5.6,5.6,2.5,0.0,89.0
Tomer Hemed,16.0,9.0,849.0,2.0,2.0,0.0,0.0,0.0,0.0,2.2,2.2,0.2,0.0,46.0
Troy Deeney,25.7,21.0,1911.0,6.3,2.7,2.0,3.0,2.7,0.7,7.6,5.3,2.8,1.0,88.3
Trézéguet,24.0,13.0,1324.0,3.0,1.0,0.0,0.0,4.0,1.0,2.8,2.8,0.7,0.0,46.0
Tyreke Johnson,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tyrese Campbell,4.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,4.0
Victor Moses,2.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Vincent Janssen,2.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,2.0
Wesley Moraes,21.0,21.0,1790.0,5.0,1.0,0.0,1.0,3.0,0.0,5.2,4.4,0.9,1.0,65.0
Wilfried Bony,15.0,8.0,707.0,2.0,0.0,0.0,0.0,2.0,0.0,1.6,1.6,0.2,0.0,31.0
Wilfried Zaha,31.5,31.0,2794.5,10.0,4.0,0.5,0.5,7.0,0.5,7.9,7.6,5.4,0.0,135.0
Willian,31.3,22.0,1943.3,4.3,5.7,0.7,0.7,2.0,0.0,4.4,3.8,5.1,0.0,98.8
Xande Silva,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0
Xherdan Shaqiri,22.0,16.3,1423.3,5.0,3.3,0.0,0.3,2.3,0.0,3.3,3.0,2.7,0.3,82.4
Yoshinori Mutō,12.0,3.5,358.5,0.5,0.0,0.0,0.0,0.5,0.0,0.4,0.4,0.2,0.0,16.0
Zlatan Ibrahimović,5.0,1.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,5.0
Álvaro Morata,23.5,17.5,1502.0,8.0,3.0,0.0,0.0,5.0,0.0,9.7,9.7,1.8,0.0,108.5
